,date,text
54,"October 5, 1999","For immediate releaseThe Federal Open Market Committee decided today to leave its target for the federal funds rate unchanged.  Strengthening productivity growth has been fostering favorable trends in unit costs and prices, and much recent information suggests that these trends have been sustained.  Nonetheless, the growth of demand has continued to outpace that of supply, as evidenced by a decreasing pool of available workers willing to take jobs.  In these circumstances, the Federal Open Market Committee will need to be especially alert in the months ahead to the potential for costs to increase significantly in excess of productivity in a manner that could contribute to inflation pressures and undermine the impressive performance of the economy.Against this background, the Committee adopted a directive that was biased toward a possible firming of policy going forward.  Committee members emphasized that such a directive did not signify a commitment to near-term action.  The Committee will need to evaluate additional information on the balance of aggregate supply and demand and conditions in financial markets.   The Federal Open Market Committee decided today to leave its target for the federal funds rate unchanged.  Strengthening productivity growth has been fostering favorable trends in unit costs and prices, and much recent information suggests that these trends have been sustained.  Nonetheless, the growth of demand has continued to outpace that of supply, as evidenced by a decreasing pool of available workers willing to take jobs.  In these circumstances, the Federal Open Market Committee will need to be especially alert in the months ahead to the potential for costs to increase significantly in excess of productivity in a manner that could contribute to inflation pressures and undermine the impressive performance of the economy.Against this background, the Committee adopted a directive that was biased toward a possible firming of policy going forward.  Committee members emphasized that such a directive did not signify a commitment to near-term action.  The Committee will need to evaluate additional information on the balance of aggregate supply and demand and conditions in financial markets.  1999 Monetary policy "
55,"November 16, 1999","For immediate release	The Federal Open Market Committee today voted to raise its target for the federal funds rate by 25 basis points to 5-1/2 percent.  In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5 percent.Although cost pressures appear generally contained, risks to sustainable growth persist. Despite tentative evidence of a slowing in certain interest-sensitive sectors of the economy and of accelerating productivity, the expansion of activity continues in excess of the economy's growth potential.  As a consequence, the pool of available workers willing to take jobs has been drawn down further in recent months, a trend that must eventually be contained if inflationary imbalances are to remain in check and economic expansion continue.Today's increase in the federal funds rate, together with the policy actions in June and August and the firming of conditions more generally in U.S. financial markets over the course of the year, should markedly diminish the risk of inflation going forward.  As a consequence, the directive the Federal Open Market Committee adopted is symmetrical with regard to the outlook for policy over the near term.In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, Cleveland, Richmond and Kansas City.  The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks. 	The Federal Open Market Committee today voted to raise its target for the federal funds rate by 25 basis points to 5-1/2 percent.  In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5 percent.Although cost pressures appear generally contained, risks to sustainable growth persist. Despite tentative evidence of a slowing in certain interest-sensitive sectors of the economy and of accelerating productivity, the expansion of activity continues in excess of the economy's growth potential.  As a consequence, the pool of available workers willing to take jobs has been drawn down further in recent months, a trend that must eventually be contained if inflationary imbalances are to remain in check and economic expansion continue.Today's increase in the federal funds rate, together with the policy actions in June and August and the firming of conditions more generally in U.S. financial markets over the course of the year, should markedly diminish the risk of inflation going forward.  As a consequence, the directive the Federal Open Market Committee adopted is symmetrical with regard to the outlook for policy over the near term.In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, Cleveland, Richmond and Kansas City.  The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.1999 Monetary policy "
56,"December 21, 1999","For immediate releaseThe Federal Open Market Committee made no change today in its target for the federal funds rate.  Based on the available evidence, however, the Committee remains concerned with the possibility that over time increases in demand will continue to exceed the growth in potential supply, even after taking account of the remarkable rise in productivity growth.  Such trends could foster inflationary imbalances that would undermine the economy's exemplary performance.  Nonetheless, in light of market uncertainties associated with the century date change, the Committee decided to adopt a symmetric directive in order to indicate that the focus of policy in the intermeeting period must be ensuring a smooth transition into the Year 2000.  At its next meeting the Committee will assess available information on the likely balance of supply and demand, conditions in financial markets, and the possible need for adjustment in the stance of policy to contain inflationary pressures. The Federal Open Market Committee made no change today in its target for the federal funds rate.  Based on the available evidence, however, the Committee remains concerned with the possibility that over time increases in demand will continue to exceed the growth in potential supply, even after taking account of the remarkable rise in productivity growth.  Such trends could foster inflationary imbalances that would undermine the economy's exemplary performance.  Nonetheless, in light of market uncertainties associated with the century date change, the Committee decided to adopt a symmetric directive in order to indicate that the focus of policy in the intermeeting period must be ensuring a smooth transition into the Year 2000.  At its next meeting the Committee will assess available information on the likely balance of supply and demand, conditions in financial markets, and the possible need for adjustment in the stance of policy to contain inflationary pressures.1999 Monetary policy "
57,"September 29, 1998","For immediate releaseThe Federal Open Market Committee decided today to ease the stance of monetary policy slightly, expecting the federal funds rate to decline 1/4 percentage point to around 5-1/4 percent.	The action was taken to cushion the effects on prospective economic growth in the United States of increasing weakness in foreign economies and of less accommodative financial conditions domestically.  The recent changes in the global economy and adjustments in U.S. financial markets mean that a slightly lower federal funds rate should now be consistent with keeping inflation low and sustaining economic growth going forward.	The discount rate remains unchanged at 5 percent.	The action was taken to cushion the effects on prospective economic growth in the United States of increasing weakness in foreign economies and of less accommodative financial conditions domestically.  The recent changes in the global economy and adjustments in U.S. financial markets mean that a slightly lower federal funds rate should now be consistent with keeping inflation low and sustaining economic growth going forward.	The discount rate remains unchanged at 5 percent.1998 Monetary policy "
58,"October 15, 1998","For immediate releaseThe Federal Reserve today announced the following set of policy actions:	The Board of Governors approved a reduction in the discount rate by 25 basis points from 5 percent to 4-3/4 percent.The federal funds rate is expected to fall 25 basis points from around 5-1/4 percent to around 5 percent.	Growing caution by lenders and unsettled conditions in financial markets more generally are likely to be restraining aggregate demand in the future.  Against this backdrop, further easing of the stance of monetary policy was judged to be warranted to sustain economic growth in the context of contained inflation. 	In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal  Reserve Banks of New York, Philadelphia, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, and San Francisco.  The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks. 	Growing caution by lenders and unsettled conditions in financial markets more generally are likely to be restraining aggregate demand in the future.  Against this backdrop, further easing of the stance of monetary policy was judged to be warranted to sustain economic growth in the context of contained inflation. 	In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal  Reserve Banks of New York, Philadelphia, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, and San Francisco.  The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.1998 Monetary policy "
59,"November 17, 1998","For immediate releaseThe Federal Reserve today announced the following set of policy actions:The Board of Governors approved a reduction in the discount rate by 25 basis points from 4-3/4 percent to 4-1/2 percent.The federal funds rate is expected to fall 25 basis points from around 5 percent to around 4-3/4 percent.	Although conditions in financial markets have settled down materially since mid-October, unusual strains remain.  With the 75 basis point decline in the federal funds rate since September, financial conditions can reasonably be expected to be consistent with fostering sustained economic expansion while keeping inflationary pressures subdued.	In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, and Dallas. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.		Although conditions in financial markets have settled down materially since mid-October, unusual strains remain.  With the 75 basis point decline in the federal funds rate since September, financial conditions can reasonably be expected to be consistent with fostering sustained economic expansion while keeping inflationary pressures subdued.	In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, and Dallas. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.	1998 Monetary policy "
60,"March 25, 1997","For immediate release	The Federal Open Market Committee decided today to tighten money market conditions slightly, expecting the federal funds rate to rise 1/4percentage point to around 5-1/2 percent.	This action was taken in light of persisting strength in demand, which is progressively increasing the risk of inflationary imbalances developing in the economy that would eventually undermine the long expansion.	In these circumstances, the slight firming of monetary conditions is viewed as a prudent step that affords greater assurance of prolonging the current economic expansion by sustaining the existing low inflation environment through the rest of this year and next.  The experience of the last several years has reinforced the conviction that low inflation is essential to realizing the economy's fullest growth potential.  	No change was made in the Federal Reserve discount rate, which remains at 5 percent. 	This action was taken in light of persisting strength in demand, which is progressively increasing the risk of inflationary imbalances developing in the economy that would eventually undermine the long expansion.	In these circumstances, the slight firming of monetary conditions is viewed as a prudent step that affords greater assurance of prolonging the current economic expansion by sustaining the existing low inflation environment through the rest of this year and next.  The experience of the last several years has reinforced the conviction that low inflation is essential to realizing the economy's fullest growth potential.  	No change was made in the Federal Reserve discount rate, which remains at 5 percent.1997 Monetary policy "
61,"January 31, 1996","For immediate releaseThe Federal Reserve today announced the following policy actions:The Board of Governors approved a reduction in the discount rate from 5-1/4 percent to 5 percent, effective immediately.In a related move, the Federal Open Market Committee agreed that the reduction would be reflected fully in interest rates inthe reserve markets. This is expected to result in a reduction in the federal funds rate of 25 basis points, from about 5-1/2percent to about 5-1/4 percent.Moderating economic expansion in recent months has reduced potentialinflationary pressures going forward. With price and cost trendsalready subdued, a slight easing of monetary policy is consistent withcontained inflation and sustainable growth.In taking the discount action, the Board approved requests submittedby the Boards of Directors of the Federal Reserve Banks of New York,Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas. In taking the discount action, the Board approved requests submittedby the Boards of Directors of the Federal Reserve Banks of New York,Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.1996 Monetary policy "
62,"February 1, 1995","For immediate releaseThe Federal Reserve Board today approved an increase in the discount rate from 4 3/4 percent to 5 1/4 percent, effective immediately.     In a related move, the Federal Open Market Committee agreed that this increase should be reflected fully in interest rates in the reserve markets.  Despite tentative signs of some moderation in growth, economic activity has continued to advance at a substantial pace, while resource utilization has risen further. In these circumstances, the Federal Reserve views these actions as necessary to keep inflation contained, and thereby foster sustainable economic growth.     In taking the discount action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Richmond, Chicago, St. Louis, Kansas City and San Francisco. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks. "
63,"July 6, 1995","For immediate releaseChairman Alan Greenspan announced today that the Federal Open Market Committee decided to decrease slightly the degree of pressure on bank reserve positions.   As a result of the monetary tightening initiated in early 1994, inflationary pressures have receded enough to accommodate a modest adjustment in monetary conditions.  Today's action will be reflected in a 25 basis point decline in the federal funds rate from about 6 percent to about 5-3/4 percent."
64,"December 19, 1995","For immediate releaseChairman Alan Greenspan announced today that the Federal Open Market Committee decided to decrease slightly the degree of pressure on reserve positions.    Since the last easing of monetary policy in July, inflation has been somewhat more favorable than anticipated, and this result along with an associated moderation in inflation expectations warrants a modest easing in monetary conditions.  This action is expected to be reflected in a decline in the federal funds rate of 25 basis points, from about 5 3/4 percent to about 5 1/2 percent.  "
65,"February 4, 1994","Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to increase slightly the degree of pressure on reserve positions. The action is expected to be associated with a small increase in short-term money market interest rates.   The decision was taken to move toward a less accommodative stance in monetary policy in order to sustain and enhance the economic expansion.   Chairman Greenspan decided to announce this action immediately so as to avoid any misunderstanding of the Committee's purposes, given the fact that this is the first firming of reserve market conditions by the Committee since early 1989. "
66,"March 22, 1994", Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to increase slightly the degree of pressure on reserve positions. This action is expected to be associated with a small increase in short-term money market interest rates.
67,"April 18, 1994",Chairman Alan Greenspan announced today that the Federal Reserve will increase slightly the degree of pressure on reserve positions. This action is expected to be associated with a small increase in short-term money market interest rates. 
68,"May 17, 1994","The Federal Reserve today announced two actions designed to maintain favorable trends in inflation and thereby sustain the economic expansion.     The Board approved an increase in the discount rate from 3 percent to 3-1/2 percent, effective immediately, and the Federal Open Market Committee agreed that this increase should be allowed to show through completely into interest rates in reserve markets.    These actions, combined with the three adjustments initiated earlier this year by the FOMC, substantially remove the degree of monetary accommodation which prevailed throughout 1993. As always, the Federal Reserve will continue to monitor economic and financial developments to judge the appropriate stance of monetary policy.     In taking the discount action, the Board approved requests submitted by the Boards of Directors of eleven Federal Reserve Banks -- Boston, New York, Philadelphia, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas and San Francisco. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Bank. "
69,"August 16, 1994","The Federal Reserve announced today the following monetary policy actions: These measures were taken against the background of evidence of continuing strength in the economic expansion and high levels of resource utilization. The actions are intended to keep inflationary pressures contained, and thereby foster sustainable economic growth.     The Federal Reserve will continue to monitor economic and financial developments to gauge the appropriate stance of policy. But these actions are expected to be sufficient, at least for a time, to meet the objective of sustained, noninflationary growth.  In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Richmond, Kansas City, and Dallas. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks. "
70,"November 15, 1994","The Federal Reserve Board today approved an increase in the discount rate from 4 percent to 4 3/4 percent, effective immediately.   In a related move, the Federal Open Market Committee decided that the increase in the discount rate should be reflected fully in interest rates in reserve markets.   These measures were taken against the background of evidence of persistent strength in economic activity and high and rising levels of resource utilization. In these circumstances, the Federal Reserve views these actions as necessary to keep inflation contained, and thereby foster sustainable economic growth.   In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, St. Louis, and Kansas City. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve banks."
